drug_1,drug_2,label
DB01587,DB04896,1
DB00599,DB00794,1
DB00187,DB00612,1
DB00599,DB00996,1
DB00555,DB06716,1
DB00371,DB01068,1
DB00726,DB01580,1
DB00727,DB01580,1
DB00775,DB01014,1
DB00998,DB01175,1
DB00631,DB00780,1
DB00909,DB09166,1
DB00768,DB01628,1
DB00545,DB06709,1
DB00215,DB13872,1
DB00768,DB01621,1
DB00206,DB00350,1
DB00315,DB00953,1
DB00241,DB00490,1
DB00363,DB01030,1
DB00875,DB06700,1
DB00661,DB01041,1
DB00980,DB04844,1
DB01081,DB01236,1
DB00341,DB01114,1
DB00688,DB00712,1
DB00391,DB01149,1
DB00687,DB00712,1
DB04908,DB06594,1
DB00497,DB00670,1
DB00187,DB04920,1
DB00434,DB00854,1
DB00436,DB00854,1
DB00752,DB00967,1
DB00455,DB00611,1
DB00458,DB00611,1
DB01050,DB02187,1
DB01098,DB04920,1
DB00956,DB01412,1
DB00952,DB08922,1
DB00433,DB01544,1
DB00656,DB01437,1
DB00275,DB00742,1
DB00502,DB00633,1
DB00177,DB00465,1
DB00502,DB01588,1
DB00502,DB01589,1
DB01154,DB01267,1
DB00298,DB06700,1
DB00264,DB00742,1
DB01159,DB01267,1
DB00502,DB01587,1
DB00318,DB00734,1
DB00933,DB06216,1
DB00809,DB00956,1
DB00435,DB00887,1
DB00737,DB08815,1
DB00940,DB01192,1
DB00749,DB02709,1
DB00940,DB01199,1
DB00933,DB01149,1
DB00747,DB00849,1
DB00181,DB00502,1
DB00854,DB06594,1
DB00748,DB00849,1
DB00381,DB00999,1
DB00298,DB00854,1
DB00178,DB01200,1
DB00849,DB04842,1
DB00653,DB01397,1
DB00404,DB00899,1
DB00292,DB00854,1
DB00177,DB01200,1
DB00297,DB00854,1
DB00768,DB00784,1
DB00401,DB00936,1
DB00940,DB01227,1
DB01199,DB06204,1
DB00608,DB01600,1
DB00454,DB00918,1
DB00747,DB00807,1
DB00697,DB00797,1
DB00465,DB01013,1
DB00748,DB00807,1
DB01069,DB01367,1
DB00514,DB01100,1
DB00469,DB00764,1
DB00589,DB01054,1
DB00295,DB01239,1
DB00370,DB08918,1
DB00589,DB01059,1
DB02709,DB04574,1
DB00477,DB00737,1
DB00818,DB08907,1
DB00980,DB01587,1
DB00384,DB00436,1
DB00802,DB01395,1
DB00715,DB01367,1
DB00774,DB01169,1
DB00963,DB01097,1
DB00899,DB01221,1
DB01588,DB01623,1
DB00237,DB01198,1
DB00748,DB09166,1
DB00747,DB09166,1
DB00185,DB01233,1
DB00184,DB01233,1
DB01587,DB01623,1
DB01200,DB01621,1
DB01200,DB01628,1
DB01589,DB13025,1
DB00683,DB00752,1
DB00683,DB00753,1
DB00622,DB01244,1
DB01628,DB08439,1
DB00181,DB04842,1
DB00524,DB00742,1
DB00401,DB01007,1
DB01240,DB08907,1
DB00374,DB08439,1
DB00182,DB01420,1
DB00458,DB01233,1
DB00805,DB01273,1
DB01353,DB06594,1
DB00281,DB00950,1
DB00818,DB00925,1
DB00633,DB13025,1
DB00928,DB06772,1
DB04552,DB13783,1
DB00829,DB01238,1
DB04920,DB06712,1
DB00807,DB01161,1
DB00320,DB08918,1
DB00573,DB01234,1
DB00918,DB01238,1
DB00335,DB01023,1
DB00328,DB00963,1
DB01291,DB09167,1
DB00742,DB00774,1
DB00324,DB00963,1
DB00458,DB00555,1
DB00458,DB01608,1
DB00996,DB01081,1
DB01176,DB01235,1
DB00261,DB01229,1
DB00262,DB01229,1
DB00264,DB01229,1
DB00268,DB01229,1
DB00904,DB01567,1
DB00703,DB00903,1
DB00344,DB01151,1
DB00768,DB00870,1
DB00241,DB00835,1
DB00752,DB00794,1
DB00313,DB01558,1
DB00543,DB01608,1
DB00276,DB01248,1
DB01161,DB09166,1
DB00904,DB09166,1
DB00975,DB01162,1
DB00813,DB00998,1
DB00841,DB01142,1
DB00813,DB00996,1
DB00178,DB00877,1
DB00887,DB00903,1
DB00734,DB01161,1
DB00191,DB01288,1
DB00245,DB01452,1
DB00690,DB01239,1
DB01029,DB01115,1
DB01077,DB06725,1
DB00753,DB01595,1
DB00418,DB00599,1
DB00273,DB01036,1
DB00494,DB00875,1
DB00588,DB01267,1
DB00802,DB00906,1
DB00802,DB00907,1
DB00934,DB01567,1
DB00802,DB00903,1
DB00802,DB00909,1
DB00315,DB00918,1
DB00421,DB00497,1
DB06148,DB09241,1
DB00780,DB04946,1
DB00343,DB01110,1
DB00655,DB00870,1
DB00527,DB00715,1
DB01062,DB01199,1
DB00035,DB06725,1
DB00715,DB01242,1
DB00742,DB00960,1
DB00458,DB05039,1
DB00742,DB00964,1
DB00742,DB00966,1
DB00363,DB00690,1
DB00264,DB00880,1
DB00264,DB00887,1
DB00181,DB01106,1
DB00462,DB01173,1
DB00344,DB00780,1
DB00594,DB01018,1
DB00964,DB01203,1
DB00181,DB00273,1
DB00328,DB08439,1
DB00960,DB01159,1
DB00964,DB01159,1
DB00966,DB01159,1
DB00967,DB01159,1
DB00968,DB01159,1
DB00246,DB01065,1
DB00752,DB09000,1
DB00186,DB01242,1
DB00193,DB00808,1
DB00341,DB00734,1
DB00594,DB06712,1
DB00795,DB01029,1
DB00790,DB01029,1
DB00690,DB06144,1
DB00324,DB12598,1
DB01401,DB06736,1
DB00999,DB01193,1
DB00975,DB01014,1
DB00443,DB00605,1
DB00281,DB00371,1
DB00181,DB00281,1
DB00455,DB00813,1
DB00519,DB01113,1
DB00703,DB01144,1
DB00318,DB00611,1
DB00734,DB06594,1
DB08907,DB09112,1
DB00449,DB01037,1
DB00297,DB00408,1
DB00588,DB01437,1
DB00292,DB00408,1
DB00273,DB00737,1
DB00320,DB00514,1
DB01023,DB01034,1
DB00298,DB00408,1
DB00611,DB09166,1
DB00297,DB01588,1
DB00297,DB01587,1
DB00408,DB01621,1
DB00356,DB01355,1
DB00363,DB00519,1
DB00933,DB06201,1
DB00481,DB01186,1
DB00934,DB06201,1
DB00408,DB00747,1
DB00472,DB06594,1
DB00476,DB06594,1
DB00521,DB01224,1
DB00543,DB00801,1
DB00540,DB00801,1
DB00298,DB04842,1
DB00341,DB00679,1
DB00409,DB00831,1
DB00697,DB01054,1
DB00744,DB00784,1
DB00967,DB01356,1
DB00333,DB01018,1
DB00248,DB04946,1
DB00176,DB00248,1
DB00802,DB01159,1
DB00628,DB00829,1
DB00813,DB01100,1
DB01351,DB08922,1
DB00813,DB01104,1
DB00813,DB01106,1
DB01215,DB04842,1
DB01068,DB04896,1
DB01002,DB01203,1
DB00454,DB00695,1
DB00353,DB12332,1
DB00334,DB00599,1
DB00647,DB01595,1
DB01002,DB01209,1
DB01200,DB08827,1
DB00656,DB00829,1
DB00232,DB00697,1
DB00232,DB00695,1
DB06800,DB09272,1
DB00233,DB00655,1
DB00232,DB00691,1
DB00462,DB00747,1
DB00802,DB01198,1
DB00802,DB01192,1
DB00323,DB01023,1
DB00356,DB00494,1
DB00908,DB01253,1
DB00860,DB01076,1
DB00252,DB01580,1
DB00907,DB01253,1
DB00635,DB00795,1
DB01162,DB05271,1
DB00630,DB00795,1
DB00571,DB00678,1
DB00657,DB00661,1
DB00458,DB01558,1
DB00232,DB06738,1
DB00035,DB06802,1
DB00250,DB01198,1
DB01234,DB01283,1
DB00652,DB00670,1
DB00232,DB00521,1
DB00490,DB00737,1
DB00490,DB00734,1
DB00899,DB01580,1
DB00455,DB01558,1
DB01149,DB01608,1
DB00633,DB01567,1
DB00678,DB00975,1
DB00216,DB00409,1
DB00620,DB01043,1
DB00620,DB01044,1
DB00543,DB01215,1
DB00298,DB00434,1
DB00835,DB01161,1
DB00844,DB01239,1
DB00844,DB01236,1
DB00844,DB01235,1
DB00899,DB00980,1
DB00953,DB04946,1
DB00768,DB00813,1
DB00295,DB04861,1
DB00228,DB01154,1
DB00332,DB01090,1
DB00465,DB06725,1
DB00228,DB01159,1
DB00353,DB08816,1
DB00353,DB08815,1
DB00402,DB00950,1
DB00409,DB13872,1
DB00633,DB00850,1
DB00721,DB00844,1
DB00726,DB00844,1
DB00683,DB01614,1
DB00850,DB01587,1
DB00661,DB01397,1
DB00035,DB00788,1
DB00850,DB01580,1
DB00321,DB06144,1
DB00323,DB06144,1
DB00829,DB01215,1
DB00599,DB00633,1
DB06144,DB06216,1
DB00620,DB01435,1
DB00657,DB01224,1
DB00295,DB00850,1
DB00768,DB01028,1
DB00404,DB00599,1
DB01081,DB08897,1
DB02709,DB06736,1
DB00850,DB00980,1
DB00465,DB00605,1
DB00228,DB00454,1
DB00628,DB06738,1
DB00555,DB01159,1
DB00465,DB00608,1
DB00270,DB00968,1
DB00270,DB00966,1
DB00270,DB00964,1
DB00393,DB00922,1
DB00312,DB00854,1
DB00996,DB06716,1
DB00371,DB00904,1
DB00393,DB00936,1
DB00371,DB00906,1
DB00181,DB00599,1
DB00399,DB00936,1
DB00371,DB00909,1
DB00411,DB01245,1
DB00327,DB00332,1
DB00907,DB01209,1
DB00398,DB01076,1
DB04576,DB09091,1
DB00605,DB08439,1
DB00801,DB00950,1
DB00903,DB01210,1
DB00842,DB01189,1
DB00903,DB01214,1
DB00363,DB01580,1
DB00363,DB01587,1
DB00599,DB01580,1
DB00298,DB01253,1
DB00376,DB00940,1
DB00435,DB00661,1
DB00035,DB01151,1
DB00555,DB00949,1
DB00831,DB00835,1
DB00721,DB08910,1
DB00631,DB00922,1
DB00691,DB01162,1
DB00500,DB00966,1
DB00788,DB01077,1
DB00215,DB01587,1
DB00679,DB01113,1
DB00273,DB01106,1
DB00341,DB04842,1
DB00344,DB04842,1
DB00433,DB00933,1
DB00433,DB00934,1
DB00248,DB01100,1
DB00959,DB01397,1
DB00206,DB00669,1
DB01397,DB09238,1
DB00273,DB00371,1
DB00186,DB00409,1
DB00598,DB01041,1
DB00208,DB00686,1
DB00186,DB00402,1
DB00590,DB01041,1
DB00193,DB06288,1
DB00594,DB01041,1
DB00490,DB04841,1
DB00248,DB00476,1
DB00248,DB00477,1
DB00490,DB04844,1
DB00721,DB01068,1
DB00340,DB00497,1
DB00475,DB01080,1
DB00475,DB01081,1
DB00790,DB00964,1
DB00476,DB01239,1
DB00475,DB00934,1
DB00324,DB00685,1
DB00737,DB00752,1
DB01037,DB01614,1
DB00475,DB06716,1
DB00462,DB09300,1
DB00404,DB00543,1
DB00297,DB01169,1
DB00295,DB01169,1
DB00341,DB00906,1
DB00341,DB00909,1
DB00696,DB04842,1
DB00571,DB01019,1
DB00475,DB00683,1
DB00775,DB09211,1
DB00952,DB01239,1
DB01198,DB13025,1
DB00458,DB01193,1
DB00477,DB00721,1
DB00393,DB08907,1
DB00409,DB06738,1
DB00691,DB00784,1
DB00421,DB00631,1
DB00035,DB00768,1
DB00458,DB00800,1
DB00568,DB03793,1
DB00483,DB01192,1
DB00483,DB01199,1
DB00477,DB00727,1
DB00387,DB01227,1
DB00237,DB00949,1
DB01074,DB01397,1
DB00182,DB00964,1
DB01229,DB04868,1
DB00899,DB01143,1
DB00343,DB01099,1
DB01030,DB01248,1
DB01033,DB01248,1
DB00623,DB00897,1
DB00187,DB00800,1
DB00623,DB00899,1
DB01171,DB08922,1
DB00922,DB09112,1
DB00540,DB01001,1
DB00241,DB00934,1
DB00573,DB00768,1
DB00573,DB00764,1
DB00549,DB00696,1
DB00420,DB01614,1
DB00494,DB06700,1
DB00541,DB00696,1
DB00206,DB13872,1
DB00420,DB01618,1
DB00807,DB04946,1
DB00454,DB00986,1
DB00808,DB01002,1
DB00517,DB00652,1
DB00247,DB00396,1
DB00870,DB00991,1
DB00391,DB01353,1
DB00391,DB01355,1
DB00945,DB01047,1
DB01013,DB04552,1
DB00275,DB00657,1
DB00872,DB06204,1
DB01024,DB02709,1
DB00421,DB01076,1
DB00630,DB01024,1
DB00635,DB01024,1
DB00237,DB00909,1
DB00312,DB01202,1
DB00692,DB01200,1
DB00691,DB01200,1
DB00655,DB01010,1
DB00181,DB00186,1
DB00695,DB01200,1
DB00694,DB01200,1
DB00800,DB01115,1
DB00395,DB00502,1
DB00605,DB00608,1
DB00573,DB01708,1
DB00784,DB06725,1
DB00980,DB01452,1
DB00318,DB00683,1
DB00922,DB01359,1
DB01081,DB01437,1
DB00344,DB06016,1
DB00230,DB01098,1
DB04896,DB08922,1
DB00215,DB01173,1
DB01221,DB01558,1
DB00865,DB01288,1
DB01013,DB01014,1
DB01159,DB01202,1
DB01600,DB01628,1
DB01080,DB01221,1
DB00887,DB01189,1
DB01353,DB01618,1
DB00851,DB01248,1
DB00247,DB04794,1
DB09112,DB09242,1
DB00726,DB01080,1
DB00801,DB01002,1
DB01059,DB01076,1
DB01437,DB01544,1
DB01193,DB01242,1
DB00589,DB01241,1
DB00408,DB00502,1
DB00589,DB01248,1
DB00903,DB06712,1
DB00508,DB04896,1
DB00259,DB01076,1
DB01050,DB01399,1
DB00297,DB08815,1
DB01127,DB01200,1
DB00292,DB08815,1
DB00281,DB01076,1
DB01128,DB01200,1
DB01129,DB01200,1
DB00298,DB08815,1
DB00494,DB13025,1
DB00462,DB00956,1
DB01621,DB09166,1
DB00435,DB00903,1
DB00315,DB00734,1
DB00333,DB00517,1
DB00590,DB00903,1
DB00332,DB00979,1
DB01065,DB01588,1
DB00721,DB00875,1
DB00328,DB01628,1
DB00980,DB01189,1
DB00353,DB00694,1
DB00285,DB09166,1
DB00193,DB00933,1
DB00457,DB00458,1
DB00608,DB00861,1
DB00608,DB00860,1
DB00547,DB01097,1
DB00413,DB01203,1
DB00904,DB01028,1
DB00310,DB00808,1
DB00494,DB00835,1
DB00652,DB08815,1
DB00178,DB00706,1
DB00177,DB00706,1
DB00387,DB00956,1
DB00252,DB00476,1
DB00418,DB01100,1
DB01065,DB08910,1
DB00268,DB01156,1
DB00683,DB01588,1
DB00310,DB00818,1
DB00297,DB00321,1
DB00313,DB00818,1
DB00742,DB01242,1
DB00527,DB00734,1
DB00726,DB01618,1
DB00344,DB00434,1
DB00872,DB00968,1
DB00872,DB00960,1
DB00749,DB01708,1
DB00872,DB00964,1
DB00780,DB01142,1
DB00292,DB06288,1
DB00715,DB01068,1
DB00554,DB06725,1
DB00231,DB00962,1
DB00661,DB09112,1
DB00708,DB01437,1
DB00191,DB00368,1
DB00215,DB01567,1
DB00831,DB01175,1
DB00831,DB01176,1
DB00831,DB01558,1
DB00321,DB00497,1
DB01144,DB01194,1
DB00527,DB00844,1
DB01069,DB01154,1
DB01068,DB01154,1
DB04896,DB09068,1
DB00502,DB00744,1
DB00909,DB08815,1
DB00904,DB08815,1
DB00906,DB08815,1
DB00907,DB08815,1
DB00774,DB01227,1
DB00669,DB04842,1
DB00436,DB01229,1
DB00215,DB00967,1
DB00703,DB00869,1
DB00297,DB00391,1
DB00297,DB00393,1
DB00358,DB00687,1
DB00297,DB00844,1
DB00298,DB00844,1
DB00628,DB01142,1
DB00687,DB13783,1
DB00687,DB01400,1
DB00393,DB01224,1
DB00356,DB01215,1
DB00844,DB09128,1
DB00573,DB06725,1
DB00366,DB04896,1
DB01437,DB06288,1
DB01036,DB01452,1
DB06216,DB06594,1
DB00555,DB01236,1
DB00228,DB00831,1
DB00454,DB00753,1
DB00454,DB00754,1
DB00884,DB05676,1
DB00734,DB09128,1
DB01235,DB08918,1
DB01081,DB04841,1
DB01236,DB04896,1
DB01081,DB04842,1
DB01081,DB04844,1
DB00875,DB01081,1
DB00494,DB00588,1
DB00177,DB00598,1
DB00177,DB00594,1
DB00861,DB06736,1
DB01580,DB09068,1
DB01161,DB01238,1
DB00980,DB08918,1
DB00980,DB08910,1
DB01184,DB09241,1
DB00370,DB01104,1
DB00949,DB01215,1
DB00959,DB01245,1
DB00944,DB04574,1
DB01227,DB06738,1
DB01041,DB06201,1
DB00458,DB00906,1
DB00519,DB01189,1
DB00181,DB04896,1
DB01209,DB01412,1
DB00586,DB00963,1
DB00435,DB09242,1
DB00182,DB04896,1
DB01023,DB01224,1
DB01595,DB04841,1
DB00215,DB01106,1
DB00273,DB00962,1
DB01595,DB04844,1
DB00842,DB04841,1
DB00842,DB04842,1
DB00842,DB04844,1
DB00188,DB00880,1
DB00458,DB00909,1
DB00393,DB09112,1
DB00809,DB06702,1
DB00458,DB00748,1
DB00564,DB01176,1
DB00964,DB01018,1
DB00918,DB06204,1
DB00328,DB06736,1
DB00356,DB01221,1
DB00418,DB01069,1
DB00418,DB01068,1
DB00949,DB06288,1
DB00804,DB01227,1
DB01142,DB09071,1
DB00395,DB06594,1
DB00669,DB01063,1
DB00318,DB00391,1
DB00181,DB00231,1
DB00472,DB00752,1
DB00669,DB01069,1
DB00620,DB00744,1
DB01127,DB01186,1
DB00433,DB00831,1
DB01129,DB01186,1
DB01128,DB01186,1
DB00433,DB00835,1
DB00477,DB00953,1
DB00246,DB01614,1
DB01595,DB08815,1
DB00231,DB01588,1
DB00231,DB01587,1
DB00246,DB01618,1
DB00313,DB00575,1
DB00395,DB00899,1
DB00391,DB00899,1
DB00237,DB00363,1
DB00393,DB00899,1
DB01050,DB06736,1
DB00344,DB00472,1
DB00313,DB01544,1
DB00340,DB01452,1
DB01151,DB01622,1
DB00949,DB08922,1
DB00875,DB06201,1
DB00656,DB00842,1
DB00687,DB01009,1
DB00206,DB01081,1
DB00599,DB06288,1
DB00215,DB00813,1
DB01018,DB08922,1
DB00949,DB01151,1
DB00861,DB01240,1
DB00178,DB01024,1
DB00457,DB00519,1
DB00178,DB01023,1
DB00880,DB01229,1
DB00547,DB00768,1
DB00887,DB01229,1
DB00310,DB00519,1
DB00949,DB01544,1
DB01247,DB06700,1
DB00363,DB00703,1
DB00363,DB00700,1
DB01014,DB01197,1
DB00363,DB00708,1
DB01039,DB01076,1
DB00186,DB00909,1
DB01192,DB01395,1
DB00668,DB00865,1
DB00244,DB00703,1
DB00187,DB00594,1
DB00333,DB01221,1
DB00768,DB04841,1
DB00962,DB08815,1
DB00727,DB01240,1
DB00418,DB01567,1
DB00747,DB04841,1
DB00802,DB01018,1
DB00747,DB04844,1
DB00409,DB00575,1
DB01034,DB01115,1
DB00635,DB06772,1
DB00631,DB06772,1
DB00555,DB06201,1
DB01169,DB01275,1
DB00768,DB01197,1
DB00420,DB06700,1
DB00404,DB01567,1
DB01142,DB01198,1
DB01435,DB05676,1
DB00232,DB01023,1
DB00864,DB06813,1
DB00206,DB00436,1
DB00206,DB00434,1
DB00588,DB01068,1
DB00490,DB00949,1
DB00206,DB00433,1
DB00424,DB06738,1
DB00861,DB01077,1
DB01162,DB01247,1
DB00298,DB01175,1
DB00193,DB00652,1
DB01155,DB04574,1
DB00188,DB00206,1
DB00922,DB04920,1
DB00193,DB01567,1
DB01037,DB01159,1
DB00413,DB01247,1
DB00252,DB00435,1
DB00250,DB00435,1
DB00661,DB01143,1
DB00320,DB01063,1
DB01142,DB01588,1
DB00248,DB01608,1
DB00539,DB01167,1
DB00519,DB04861,1
DB00320,DB01069,1
DB00633,DB00872,1
DB00712,DB00744,1
DB00715,DB04896,1
DB04841,DB08918,1
DB00392,DB00647,1
DB04841,DB08910,1
DB00831,DB00952,1
DB00907,DB01076,1
DB00573,DB00959,1
DB00829,DB01028,1
DB00295,DB00318,1
DB00186,DB13025,1
DB00295,DB00313,1
DB00295,DB00310,1
DB00312,DB00950,1
DB00884,DB08439,1
DB00573,DB01024,1
DB00401,DB00661,1
DB01588,DB09071,1
DB00216,DB01104,1
DB00257,DB00270,1
DB00335,DB00521,1
DB00273,DB00950,1
DB00521,DB01144,1
DB01229,DB12332,1
DB00854,DB00933,1
DB00854,DB00934,1
DB00230,DB00582,1
DB00401,DB00598,1
DB00395,DB00599,1
DB00401,DB00590,1
DB01114,DB01452,1
DB00477,DB04896,1
DB00623,DB01367,1
DB00810,DB00956,1
DB01149,DB04896,1
DB00573,DB00744,1
DB00884,DB01283,1
DB00228,DB01589,1
DB00401,DB01214,1
DB00231,DB08918,1
DB00623,DB13025,1
DB00392,DB01209,1
DB00753,DB01587,1
DB00788,DB01133,1
DB00393,DB01203,1
DB00193,DB08910,1
DB06201,DB06594,1
DB00363,DB01588,1
DB00796,DB01203,1
DB00275,DB00712,1
DB00903,DB00975,1
DB01200,DB04842,1
DB00227,DB00653,1
DB00710,DB00963,1
DB00475,DB00768,1
DB01288,DB01367,1
DB01047,DB08439,1
DB00762,DB00864,1
DB00572,DB06738,1
DB00797,DB01113,1
DB00797,DB01115,1
DB00228,DB00508,1
DB01227,DB04841,1
DB01176,DB01589,1
DB01175,DB01589,1
DB01088,DB01144,1
DB00413,DB09112,1
DB00936,DB00945,1
DB00443,DB01097,1
DB00721,DB00748,1
DB01236,DB06700,1
DB00909,DB01151,1
DB00804,DB00813,1
DB00877,DB04841,1
DB00395,DB01452,1
DB00552,DB01248,1
DB00810,DB00854,1
DB01076,DB01259,1
DB06716,DB09071,1
DB00594,DB00703,1
DB00458,DB01253,1
DB00527,DB06216,1
DB00333,DB00633,1
DB00327,DB00421,1
DB00685,DB08906,1
DB00497,DB00690,1
DB00497,DB00697,1
DB00443,DB00944,1
DB00721,DB00747,1
DB00899,DB00979,1
DB01024,DB01133,1
DB00270,DB01203,1
DB00748,DB01235,1
DB00273,DB01154,1
DB00353,DB01087,1
DB00216,DB00998,1
DB00599,DB00807,1
DB00692,DB01113,1
DB00356,DB00647,1
DB00186,DB01544,1
DB00206,DB00849,1
DB00849,DB01437,1
DB00206,DB00842,1
DB00424,DB00809,1
DB00191,DB01365,1
DB00327,DB06274,1
DB01208,DB01248,1
DB01204,DB01248,1
DB01544,DB01558,1
DB00180,DB01010,1
DB00408,DB01149,1
DB00409,DB01149,1
DB00422,DB00898,1
DB01215,DB01558,1
DB00764,DB00972,1
DB00653,DB00877,1
DB00887,DB01136,1
DB00273,DB00979,1
DB01161,DB01236,1
DB00239,DB04920,1
DB01162,DB01236,1
DB00327,DB00575,1
DB00620,DB00963,1
DB00514,DB06288,1
DB08910,DB09166,1
DB00184,DB00981,1
DB00185,DB00981,1
DB00500,DB01234,1
DB08918,DB09166,1
DB01106,DB13872,1
DB01104,DB13872,1
DB00387,DB00454,1
DB00275,DB00458,1
DB00215,DB00494,1
DB01144,DB01162,1
DB00310,DB00872,1
DB00035,DB01600,1
DB00670,DB01062,1
DB00313,DB06738,1
DB00899,DB01151,1
DB00180,DB00944,1
DB00647,DB06716,1
DB00275,DB00612,1
DB00373,DB00999,1
DB00726,DB01065,1
DB01580,DB06144,1
DB00790,DB00818,1
DB00341,DB01235,1
DB01176,DB01624,1
DB00899,DB09166,1
DB00455,DB00849,1
DB00749,DB02187,1
DB00555,DB01114,1
DB00657,DB00753,1
DB00656,DB00753,1
DB00177,DB01401,1
DB00652,DB00752,1
DB00588,DB00854,1
DB00655,DB01208,1
DB00193,DB00387,1
DB00652,DB00754,1
DB00813,DB06274,1
DB00805,DB01064,1
DB00708,DB01409,1
DB00244,DB08816,1
DB01202,DB06201,1
DB00297,DB01159,1
DB00231,DB00341,1
DB00669,DB01267,1
DB00588,DB00807,1
DB00297,DB01154,1
DB00647,DB01069,1
DB01171,DB01192,1
DB00472,DB01567,1
DB01149,DB01353,1
DB01176,DB01192,1
DB00880,DB00975,1
DB00476,DB01567,1
DB00612,DB00742,1
DB01142,DB01353,1
DB00628,DB01351,1
DB00264,DB00678,1
DB00872,DB01041,1
DB00875,DB01355,1
DB01224,DB04920,1
DB00875,DB13872,1
DB00343,DB00738,1
DB00748,DB01151,1
DB00875,DB01353,1
DB00674,DB09091,1
DB00677,DB09091,1
DB01193,DB01214,1
DB00964,DB01162,1
DB00413,DB00925,1
DB01075,DB04896,1
DB00251,DB00393,1
DB00588,DB09166,1
DB01154,DB01189,1
DB00691,DB12598,1
DB01151,DB01189,1
DB01081,DB01192,1
DB01159,DB01189,1
DB00598,DB00790,1
DB00897,DB01142,1
DB00598,DB00796,1
DB00275,DB12598,1
DB00313,DB08815,1
DB00178,DB01224,1
DB01399,DB01435,1
DB00989,DB01019,1
DB00527,DB01104,1
DB00747,DB01221,1
DB00334,DB01215,1
DB00748,DB01221,1
DB00297,DB00835,1
DB00434,DB00818,1
DB00436,DB00818,1
DB00469,DB00945,1
DB00753,DB01210,1
DB00594,DB01275,1
DB00753,DB01214,1
DB00753,DB01215,1
DB00455,DB00933,1
DB01041,DB01229,1
DB00312,DB01267,1
DB01044,DB01229,1
DB00768,DB00829,1
DB00402,DB00768,1
DB00327,DB00543,1
DB00393,DB01007,1
DB01355,DB06288,1
DB00872,DB00880,1
DB00934,DB01104,1
DB00934,DB01106,1
DB00315,DB00502,1
DB01175,DB01202,1
DB01142,DB01175,1
DB00321,DB09166,1
DB00744,DB01009,1
DB00323,DB09166,1
DB00622,DB00708,1
DB00988,DB01577,1
DB01229,DB05294,1
DB06288,DB08910,1
DB01198,DB08922,1
DB00292,DB00656,1
DB00482,DB01399,1
DB00318,DB09068,1
DB00489,DB01144,1
DB00749,DB04743,1
DB00465,DB13783,1
DB00295,DB01162,1
DB00734,DB00829,1
DB00298,DB00818,1
DB00376,DB00979,1
DB00726,DB01159,1
DB00727,DB01159,1
DB00292,DB00818,1
DB00814,DB00939,1
DB00297,DB00818,1
DB00802,DB01567,1
DB01065,DB01215,1
DB01069,DB01215,1
DB01068,DB01215,1
DB00949,DB08918,1
DB00391,DB01242,1
DB00700,DB00706,1
DB00703,DB00706,1
DB02187,DB13783,1
DB00381,DB00703,1
DB00381,DB00700,1
DB00241,DB13025,1
DB00313,DB00844,1
DB00310,DB00844,1
DB00469,DB01013,1
DB00669,DB01151,1
DB00967,DB01337,1
DB00237,DB00933,1
DB00237,DB00934,1
DB00270,DB00457,1
DB01142,DB06288,1
DB00297,DB01227,1
DB00332,DB01199,1
DB00332,DB01192,1
DB01452,DB09068,1
DB00721,DB01239,1
DB01159,DB01239,1
DB00187,DB01159,1
DB00527,DB01068,1
DB00527,DB01069,1
DB00623,DB01106,1
DB01233,DB08922,1
DB00181,DB01159,1
DB00989,DB01076,1
DB00376,DB00392,1
DB00527,DB01065,1
DB00424,DB01173,1
DB00186,DB09128,1
DB01367,DB06216,1
DB00752,DB04896,1
DB00462,DB01452,1
DB00469,DB01077,1
DB00334,DB00802,1
DB00571,DB00700,1
DB00310,DB01118,1
DB00780,DB01175,1
DB01097,DB01401,1
DB01351,DB01355,1
DB01215,DB06594,1
DB01351,DB01353,1
DB00252,DB04844,1
DB00904,DB04841,1
DB01013,DB01401,1
DB01037,DB04920,1
DB00764,DB13783,1
DB01154,DB01239,1
DB01154,DB01235,1
DB00956,DB09241,1
DB00605,DB01229,1
DB00603,DB01229,1
DB00933,DB01068,1
DB00502,DB06725,1
DB00297,DB00588,1
DB00605,DB00620,1
DB01176,DB01242,1
DB01393,DB09241,1
DB00363,DB01544,1
DB06144,DB06738,1
DB00586,DB01133,1
DB00754,DB01351,1
DB00232,DB00808,1
DB00527,DB06201,1
DB01028,DB01558,1
DB00313,DB08922,1
DB01018,DB01106,1
DB00688,DB01097,1
DB00854,DB06702,1
DB00554,DB01024,1
DB00216,DB08815,1
DB00747,DB01198,1
DB00318,DB01209,1
DB00564,DB00880,1
DB00273,DB00418,1
DB00521,DB01113,1
DB00186,DB06738,1
DB00193,DB00774,1
DB00334,DB01205,1
DB00180,DB01009,1
DB00318,DB01202,1
DB01198,DB06716,1
DB00764,DB01401,1
DB01028,DB01595,1
DB00494,DB00652,1
DB00657,DB01115,1
DB01018,DB09112,1
DB00657,DB01113,1
DB00810,DB09300,1
DB00436,DB01018,1
DB00726,DB00780,1
DB00275,DB00598,1
DB00187,DB00755,1
DB00494,DB01189,1
DB00228,DB09071,1
DB00295,DB00844,1
DB00318,DB01236,1
DB00318,DB01239,1
DB01227,DB09128,1
DB00295,DB00849,1
DB01024,DB06772,1
DB00404,DB00850,1
DB00176,DB01069,1
DB00404,DB00854,1
