node_1,node_2,score
DB09020,ENTREZ:186,0.00132
DB09020,ENTREZ:10803,0.00132
DB09020,ENTREZ:4543,0.00132
DB09020,ENTREZ:10663,0.00132
DB09020,ENTREZ:4986,0.00131
DB09020,ENTREZ:5733,0.00131
DB09020,ENTREZ:3352,0.00131
DB09020,ENTREZ:187,0.0013
DB09020,ENTREZ:59340,0.0013
DB09020,ENTREZ:11255,0.00129
DB09020,ENTREZ:134,0.00129
DB09020,ENTREZ:2587,0.00129
DB09020,ENTREZ:1132,0.00129
DB09020,ENTREZ:1129,0.00129
DB09020,ENTREZ:4887,0.00128
DB09020,ENTREZ:339403,0.00128
DB09020,ENTREZ:51289,0.00128
DB09020,ENTREZ:6755,0.00128
DB09020,ENTREZ:6752,0.00128
DB04844,DB04844,0.15321
DB04844,ENTREZ:292335,0.02963
DB04844,ENTREZ:181432,0.02816
DB04844,ENTREZ:6570,0.02773
DB04844,ENTREZ:6572,0.02764
DB04844,ENTREZ:6571,0.02744
DB04844,DB01577,0.00324
DB04844,DB00206,0.00292
DB04844,DB00182,0.00283
DB04844,DB00988,0.00283
DB04844,ENTREZ:433201,0.0026
DB04844,DB00502,0.0026
DB04844,DB01576,0.00233
DB04844,DB00368,0.00231
DB04844,DB06714,0.00221
DB04844,DB01363,0.00212
DB04844,DB05381,0.00211
DB04844,DB01364,0.00196
DB04844,DB00865,0.00196
DB04844,DB06706,0.00189
DB04844,ENTREZ:36431,0.00143
DB04844,ENTREZ:57030,0.00142
DB04844,ENTREZ:189258,0.00133
DB04844,ENTREZ:140679,0.00133
DB04844,ENTREZ:14600074,0.00133
DB04844,ENTREZ:1813,0.0013
DB04844,ENTREZ:3350,0.00129
DB04844,DB00370,0.00127
DB04844,ENTREZ:57084,0.00126
DB04844,ENTREZ:553260,0.00124
DB04844,DB00543,0.00122
DB04844,DB00408,0.00121
DB04844,DB00363,0.00121
DB04844,DB00334,0.00121
DB04844,DB06148,0.0012
DB04844,ENTREZ:6844,0.00118
DB04844,ENTREZ:246213,0.00117
DB04844,ENTREZ:6857,0.00115
DB04844,DB00458,0.00111
DB04844,DB01224,0.00109
DB04844,DB00540,0.00106
DB04844,DB01238,0.00105
DB04844,DB00477,0.00101
DB04844,ENTREZ:5864,0.001
DB04844,DB01151,0.001
DB04844,ENTREZ:10815,0.00098
DB04844,DB01593,0.00098
DB04844,ENTREZ:22999,0.00097
DB04844,ENTREZ:351,0.00096
DB04844,ENTREZ:3363,0.00095
DB04552,DB04552,0.17781
DB04552,ENTREZ:291988,0.0665
DB04552,ENTREZ:387018,0.06626
DB04552,ENTREZ:190007,0.05025
DB04552,ENTREZ:190013,0.03966
DB04552,DB00795,0.01617
DB04552,DB00588,0.01443
DB04552,DB01103,0.01422
DB04552,DB02659,0.0117
DB04552,ENTREZ:187193,0.00599
DB04552,ENTREZ:1711117,0.00451
DB04552,ENTREZ:5743,0.00423
DB04552,ENTREZ:5742,0.00422
DB04552,DB00945,0.00361
DB04552,DB00244,0.00357
DB04552,DB02709,0.00347
DB04552,DB00586,0.0034
DB04552,DB00328,0.00313
DB04552,DB00159,0.00308
DB04552,DB00939,0.00303
DB04552,DB00605,0.00294
DB04552,DB01050,0.00292
DB04552,DB01014,0.0029
DB04552,DB00316,0.00282
DB04552,DB00812,0.00274
DB04552,DB00573,0.00266
DB04552,ENTREZ:2599558,0.00262
DB04552,DB00936,0.00257
DB04552,DB00712,0.00257
DB04552,DB01009,0.00256
DB04552,ENTREZ:338704,0.0025
DB04552,DB00784,0.00248
DB04552,DB00749,0.00246
DB04552,DB00461,0.00244
DB04552,DB00465,0.00242
DB04552,DB00870,0.00242
DB04552,DB00963,0.00241
DB04552,DB00991,0.0024
DB04552,DB00861,0.00239
DB04552,DB01600,0.00238
DB04552,DB01435,0.00238
DB04552,DB01401,0.00238
DB04552,DB00469,0.00238
DB04552,DB01283,0.00238
DB04552,DB01399,0.00238
DB04552,DB01397,0.00238
DB04552,DB00814,0.00238
DB04552,DB06736,0.00238
DB04552,DB00500,0.00238
DB04552,DB00554,0.00238
DB01587,DB01587,0.15862
DB01587,ENTREZ:31631,0.03999
DB01587,ENTREZ:1857126,0.03096
DB01587,ENTREZ:2388693,0.03096
DB01587,ENTREZ:193783776,0.03096
DB01587,ENTREZ:31635,0.03096
DB01587,ENTREZ:306883,0.02846
DB01587,DB00897,0.01325
DB01587,ENTREZ:386422,0.0131
DB01587,ENTREZ:386424,0.0131
DB01587,DB00231,0.01305
DB01587,DB00829,0.01292
DB01587,ENTREZ:182916,0.01274
DB01587,ENTREZ:7861736,0.01221
DB01587,DB01595,0.01095
DB01587,DB00683,0.01091
DB01587,DB00690,0.01087
DB01587,DB00842,0.01087
DB01587,DB01558,0.01087
DB01587,DB00898,0.01063
DB01587,DB01588,0.01036
DB01587,DB00801,0.01036
DB01587,DB01215,0.01036
DB01587,ENTREZ:31637,0.01021
DB01587,DB01559,0.01012
DB01587,DB01594,0.01012
DB01587,DB00546,0.01012
DB01587,DB01567,0.01012
DB01587,DB01589,0.00999
DB01587,ENTREZ:182925,0.00961
DB01587,ENTREZ:455946,0.00901
DB01587,ENTREZ:2197001,0.00847
DB01587,ENTREZ:1754749,0.00847
DB01587,ENTREZ:456428,0.00844
DB01587,ENTREZ:182911,0.00844
DB01587,ENTREZ:905393,0.00638
DB01587,ENTREZ:1470364,0.00638
DB01587,DB01544,0.00519
DB01587,DB00402,0.00408
DB01587,DB01198,0.00377
DB01587,DB00312,0.0029
DB01587,DB00962,0.00284
DB01587,DB00794,0.00282
DB01587,DB00241,0.00282
DB01587,ENTREZ:755648,0.0028
DB01587,ENTREZ:496607,0.00277
DB01587,ENTREZ:493134,0.00269
DB01587,DB00599,0.00266
DB01587,DB01068,0.00264
DB01587,DB00418,0.00264
DB00523,DB00523,0.1565
DB00523,DB00755,0.00516
DB00523,ENTREZ:5914,0.005
DB00523,ENTREZ:2099,0.00488
DB00523,ENTREZ:5915,0.00484
DB00523,ENTREZ:5916,0.00483
DB00523,ENTREZ:6256,0.00482
DB00523,ENTREZ:30448,0.00476
DB00523,ENTREZ:35885,0.00471
DB00523,ENTREZ:5468,0.00452
DB00523,ENTREZ:8431,0.00451
DB00523,ENTREZ:2908,0.00446
DB00523,ENTREZ:1053069,0.00445
DB00523,ENTREZ:6257,0.00444
DB00523,ENTREZ:6258,0.0044
DB00523,ENTREZ:5465,0.00439
DB00523,ENTREZ:367,0.00437
DB00523,ENTREZ:36157,0.00428
DB00523,ENTREZ:306887,0.00425
DB00523,ENTREZ:35883,0.00425
DB00523,ENTREZ:7067,0.00423
DB00523,ENTREZ:7068,0.00418
DB00523,ENTREZ:7421,0.00417
DB00523,ENTREZ:5467,0.00415
DB00523,ENTREZ:7376,0.00414
DB00523,ENTREZ:10062,0.00413
DB00523,ENTREZ:8856,0.00413
DB00523,ENTREZ:2100,0.00411
DB00523,ENTREZ:2104,0.00411
DB00523,DB00459,0.0041
DB00523,ENTREZ:9971,0.0041
DB00523,ENTREZ:2063,0.0041
DB00523,ENTREZ:2101,0.00409
DB00523,ENTREZ:190,0.00408
DB00523,ENTREZ:7025,0.00406
DB00523,ENTREZ:5241,0.00405
DB00523,ENTREZ:9970,0.00405
DB00523,ENTREZ:7026,0.00404
DB00523,ENTREZ:7182,0.00403
DB00523,ENTREZ:7181,0.00396
DB00523,ENTREZ:2103,0.00395
DB00523,ENTREZ:4306,0.00394
DB00523,ENTREZ:2649,0.00394
DB00523,ENTREZ:7101,0.00391
DB00523,DB00210,0.00391
DB00523,ENTREZ:183116,0.00364
DB00523,DB00799,0.0029
DB00523,DB00307,0.00256
DB00523,DB01277,0.00216
DB00523,DB00412,0.00181
DB01436,DB01436,0.18263
DB01436,ENTREZ:340203,0.08891
DB01436,ENTREZ:35885,0.08429
DB01436,DB00136,0.02579
DB01436,DB00153,0.02571
DB01436,ENTREZ:120227,0.011
DB01436,DB00755,0.01079
DB01436,DB00459,0.01052
DB01436,DB00523,0.01044
DB01436,DB00210,0.00997
DB01436,DB00412,0.00962
DB01436,DB01393,0.00919
DB01436,DB00307,0.00889
DB01436,DB03756,0.00888
DB01436,DB00749,0.00737
DB01436,ENTREZ:30448,0.0058
DB01436,ENTREZ:1053069,0.00558
DB01436,ENTREZ:1711117,0.00373
DB01436,ENTREZ:307341,0.00345
DB01436,ENTREZ:5914,0.00274
DB01436,ENTREZ:36157,0.0027
DB01436,ENTREZ:306887,0.00268
DB01436,ENTREZ:35883,0.00268
DB01436,ENTREZ:5915,0.00266
DB01436,ENTREZ:5916,0.00265
DB01436,ENTREZ:291988,0.00243
DB01436,ENTREZ:387018,0.00241
DB01436,DB00799,0.00209
DB01436,ENTREZ:5468,0.00205
DB01436,ENTREZ:5467,0.00186
DB01436,ENTREZ:7421,0.00184
DB01436,ENTREZ:2099,0.00182
DB01436,ENTREZ:6256,0.00179
DB01436,ENTREZ:9970,0.00177
DB01436,ENTREZ:190230,0.00175
DB01436,ENTREZ:5743,0.00169
DB01436,ENTREZ:5465,0.00166
DB01436,ENTREZ:8431,0.00164
DB01436,ENTREZ:2908,0.00162
DB01436,ENTREZ:6257,0.00161
DB01436,ENTREZ:367,0.00159
DB01436,ENTREZ:6258,0.00159
DB01436,ENTREZ:5742,0.00158
DB01436,ENTREZ:8856,0.00151
DB01436,ENTREZ:7067,0.00151
DB01436,ENTREZ:7068,0.00149
DB01436,ENTREZ:9971,0.00148
DB01436,ENTREZ:7376,0.00148
DB01436,ENTREZ:10062,0.00148
DB01436,ENTREZ:2100,0.00147
DB00485,DB00485,0.16221
DB00485,ENTREZ:984233,0.06073
DB00485,ENTREZ:15457529,0.05757
DB00485,ENTREZ:153767,0.0574
DB00485,ENTREZ:10599,0.0299
DB00485,ENTREZ:28234,0.02966
DB00485,DB00493,0.01658
DB00485,DB00713,0.01464
DB00485,DB00456,0.01368
DB00485,DB00415,0.01326
DB00485,DB01331,0.01281
DB00485,DB01603,0.01199
DB00485,ENTREZ:18145626,0.01086
DB00485,DB00567,0.01085
DB00485,DB01140,0.01085
DB00485,DB00739,0.01085
DB00485,DB00607,0.01085
DB00485,DB08795,0.01085
DB00485,ENTREZ:773588,0.00918
DB00485,DB00319,0.00731
DB00485,DB01212,0.00702
DB00485,ENTREZ:42468,0.0064
DB00485,ENTREZ:581194,0.0064
DB00485,ENTREZ:999213,0.00633
DB00485,DB00438,0.00526
DB00485,DB01000,0.00491
DB00485,DB01066,0.00487
DB00485,DB00417,0.00411
DB00485,ENTREZ:46611,0.00384
DB00485,DB01147,0.00374
DB00485,ENTREZ:41216,0.00372
DB00485,ENTREZ:42314,0.00368
DB00485,DB01053,0.00368
DB00485,ENTREZ:4378059,0.00361
DB00485,ENTREZ:145267,0.00327
DB00485,DB01329,0.00315
DB00485,ENTREZ:3831566,0.00287
DB00485,ENTREZ:7707622,0.00287
DB00485,ENTREZ:41218,0.00285
DB00485,DB01032,0.00263
DB00485,ENTREZ:9376,0.00253
DB00485,DB00303,0.00253
DB00485,ENTREZ:790944,0.00252
DB00485,ENTREZ:1244,0.00231
DB00485,DB00430,0.00219
DB00485,ENTREZ:1576,0.00216
DB00485,ENTREZ:5243,0.00216
DB00485,DB01598,0.00215
DB00485,DB04570,0.00201
DB00485,DB01332,0.002
DB00420,DB00420,0.15153
DB00420,ENTREZ:1902,0.00235
DB00420,ENTREZ:56923,0.00228
DB00420,ENTREZ:9170,0.00228
DB00420,ENTREZ:23566,0.00228
DB00420,ENTREZ:2847,0.00228
DB00420,ENTREZ:10316,0.00227
DB00420,ENTREZ:84539,0.00227
DB00420,ENTREZ:623,0.00226
DB00420,ENTREZ:186,0.00199
DB00420,ENTREZ:7852,0.00197
DB00420,ENTREZ:1234,0.00196
DB00420,ENTREZ:185,0.00195
DB00420,ENTREZ:3350,0.00195
DB00420,ENTREZ:4988,0.00194
DB00420,ENTREZ:1813,0.00193
DB00420,ENTREZ:1232,0.00193
DB00420,ENTREZ:150,0.00191
DB00420,ENTREZ:1230,0.00191
DB00420,ENTREZ:3352,0.0019
DB00420,ENTREZ:1814,0.0019
DB00420,ENTREZ:729230,0.0019
DB00420,ENTREZ:134,0.0019
DB00420,ENTREZ:4985,0.0019
DB00420,ENTREZ:3351,0.00189
DB00420,ENTREZ:5733,0.00189
DB00420,ENTREZ:339403,0.00189
DB00420,ENTREZ:1233,0.00189
DB00420,ENTREZ:10803,0.00189
DB00420,ENTREZ:10663,0.00189
DB00420,ENTREZ:4986,0.00188
DB00420,ENTREZ:187,0.00188
DB00420,ENTREZ:151,0.00188
DB00420,ENTREZ:152,0.00188
DB00420,ENTREZ:3358,0.00187
DB00420,ENTREZ:4886,0.00187
DB00420,ENTREZ:3355,0.00187
DB00420,ENTREZ:4887,0.00187
DB00420,ENTREZ:51289,0.00187
DB00420,ENTREZ:11255,0.00187
DB00420,ENTREZ:2587,0.00187
DB00420,ENTREZ:3361,0.00187
DB00420,ENTREZ:59340,0.00186
DB00420,ENTREZ:6755,0.00186
DB00420,ENTREZ:6752,0.00186
DB00420,ENTREZ:2831,0.00186
DB00420,ENTREZ:8811,0.00186
DB00420,ENTREZ:6753,0.00186
DB00420,ENTREZ:8484,0.00186
DB00420,ENTREZ:2832,0.00185
DB01603,DB01603,0.17758
DB01603,ENTREZ:984233,0.08421
DB01603,ENTREZ:153767,0.07973
DB01603,ENTREZ:15457529,0.07944
DB01603,ENTREZ:46611,0.04606
DB01603,DB00493,0.02286
DB01603,DB00713,0.02051
DB01603,ENTREZ:18145626,0.01937
DB01603,DB00456,0.01891
DB01603,DB01331,0.01875
DB01603,DB00417,0.01829
DB01603,DB00415,0.01823
DB01603,ENTREZ:581194,0.01697
DB01603,ENTREZ:42468,0.01697
DB01603,ENTREZ:773588,0.01664
DB01603,DB01332,0.01491
DB01603,DB00485,0.01472
DB01603,DB00567,0.0146
DB01603,DB01140,0.0146
DB01603,DB00739,0.0146
DB01603,DB08795,0.0146
DB01603,DB00607,0.0146
DB01603,DB01212,0.00984
DB01603,DB00319,0.00983
DB01603,ENTREZ:41216,0.00978
DB01603,ENTREZ:999213,0.00935
DB01603,DB00438,0.00823
DB01603,ENTREZ:42314,0.00818
DB01603,DB01000,0.00705
DB01603,DB01066,0.00698
DB01603,DB01329,0.00629
DB01603,DB01147,0.00566
DB01603,ENTREZ:41218,0.00563
DB01603,ENTREZ:4378059,0.00545
DB01603,DB01053,0.00537
DB01603,DB00303,0.00521
DB01603,ENTREZ:145267,0.00498
DB01603,ENTREZ:790944,0.00455
DB01603,DB00430,0.00426
DB01603,ENTREZ:3831566,0.00425
DB01603,ENTREZ:7707622,0.00425
DB01603,DB04570,0.00416
DB01603,DB01598,0.00414
DB01603,DB01328,0.00397
DB01603,DB01032,0.00348
DB01603,ENTREZ:4887211,0.00308
DB01603,DB00948,0.00299
DB01603,DB01327,0.00291
DB01603,ENTREZ:10599,0.00284
DB01603,DB00274,0.00283
DB00953,DB00953,0.15136
DB00953,ENTREZ:1902,0.00251
DB00953,ENTREZ:9170,0.00243
DB00953,ENTREZ:56923,0.00243
DB00953,ENTREZ:23566,0.00243
DB00953,ENTREZ:10316,0.00242
DB00953,ENTREZ:2847,0.00242
DB00953,ENTREZ:84539,0.00242
DB00953,ENTREZ:623,0.00241
DB00953,ENTREZ:186,0.00215
DB00953,ENTREZ:7852,0.00212
DB00953,ENTREZ:3350,0.00212
DB00953,ENTREZ:1234,0.00211
DB00953,ENTREZ:3352,0.0021
DB00953,ENTREZ:4988,0.00208
DB00953,ENTREZ:185,0.00208
DB00953,ENTREZ:1232,0.00208
DB00953,ENTREZ:3351,0.00207
DB00953,ENTREZ:1230,0.00206
DB00953,ENTREZ:1813,0.00205
DB00953,ENTREZ:729230,0.00205
DB00953,ENTREZ:134,0.00205
DB00953,ENTREZ:150,0.00205
DB00953,ENTREZ:4985,0.00205
DB00953,ENTREZ:5733,0.00204
DB00953,ENTREZ:339403,0.00204
DB00953,ENTREZ:10803,0.00204
DB00953,ENTREZ:1233,0.00203
DB00953,ENTREZ:10663,0.00203
DB00953,ENTREZ:1814,0.00203
DB00953,ENTREZ:187,0.00203
DB00953,ENTREZ:4986,0.00202
DB00953,ENTREZ:152,0.00202
DB00953,ENTREZ:151,0.00202
DB00953,ENTREZ:4886,0.00202
DB00953,ENTREZ:4887,0.00201
DB00953,ENTREZ:51289,0.00201
DB00953,ENTREZ:3361,0.00201
DB00953,ENTREZ:2587,0.00201
DB00953,ENTREZ:6755,0.00201
DB00953,ENTREZ:3355,0.00201
DB00953,ENTREZ:6752,0.00201
DB00953,ENTREZ:11255,0.00201
DB00953,ENTREZ:2831,0.00201
DB00953,ENTREZ:59340,0.002
DB00953,ENTREZ:8811,0.002
DB00953,ENTREZ:6753,0.002
DB00953,ENTREZ:2832,0.002
DB00953,ENTREZ:6751,0.002
DB00953,ENTREZ:3354,0.002
DB00332,DB00332,0.15239
DB00332,ENTREZ:177990,0.05866
DB00332,ENTREZ:34451,0.05786
DB00332,ENTREZ:32324,0.05686
DB00332,ENTREZ:61970253,0.00754
DB00332,ENTREZ:177988,0.00613
DB00332,DB00334,0.00378
DB00332,DB00363,0.00378
DB00332,DB00321,0.00375
DB00332,DB00458,0.0037
DB00332,DB01224,0.00369
DB00332,DB00408,0.00368
DB00332,DB01238,0.00358
DB00332,ENTREZ:1458110,0.00357
DB00332,DB00540,0.00353
DB00332,DB01151,0.00348
DB00332,DB00420,0.00334
DB00332,DB00934,0.00333
DB00332,DB01069,0.00331
DB00332,ENTREZ:1129,0.00319
DB00332,ENTREZ:1131,0.00317
DB00332,DB01142,0.0031
DB00332,DB00246,0.00309
DB00332,DB00434,0.00305
DB00332,DB00715,0.00301
DB00332,DB01403,0.00299
DB00332,DB00747,0.00297
DB00332,DB00572,0.00296
DB00332,DB03128,0.00294
DB00332,DB00622,0.00291
DB00332,ENTREZ:1128,0.0029
DB00332,DB01239,0.0029
DB00332,DB09167,0.00287
DB00332,ENTREZ:1132,0.00285
DB00332,DB00411,0.00282
DB00332,ENTREZ:1133,0.0028
DB00332,DB00376,0.00277
DB00332,DB00835,0.00276
DB00332,DB01591,0.00272
DB00332,DB06702,0.00272
DB00332,DB00340,0.00272
DB00332,DB09076,0.00272
DB00332,DB08897,0.00272
DB00332,DB01036,0.00272
DB00332,DB00496,0.00272
DB00332,DB01409,0.00272
DB00332,ENTREZ:510296,0.0027
DB00332,ENTREZ:3269,0.00269
DB00332,DB00809,0.00263
DB00332,DB01019,0.00262
DB00252,DB00252,0.17047
DB00252,ENTREZ:3511138,0.02666
DB00252,ENTREZ:184039,0.02626
DB00252,ENTREZ:12642270,0.02295
DB00252,DB00909,0.02265
DB00252,ENTREZ:7414320,0.02155
DB00252,ENTREZ:6326,0.02151
DB00252,ENTREZ:1559,0.0215
DB00252,ENTREZ:307415,0.02133
DB00252,DB06218,0.00689
DB00252,DB00273,0.00395
DB00252,DB04930,0.00385
DB00252,DB04855,0.00366
DB00252,DB01595,0.00352
DB00252,ENTREZ:31234,0.00238
DB00252,ENTREZ:758110,0.00216
DB00252,ENTREZ:487738,0.00213
DB00252,DB00281,0.00199
DB00252,DB00661,0.00198
DB00252,DB00564,0.00185
DB00252,DB00754,0.00179
DB00252,ENTREZ:760,0.00167
DB00252,ENTREZ:179780,0.00166
DB00252,DB00907,0.00165
DB00252,ENTREZ:29600,0.00161
DB00252,DB00243,0.00155
DB00252,ENTREZ:759,0.00153
DB00252,DB01593,0.00152
DB00252,ENTREZ:179791,0.00151
DB00252,DB00379,0.00149
DB00252,DB01195,0.00149
DB00252,ENTREZ:766,0.00149
DB00252,DB00908,0.00148
DB00252,ENTREZ:338213,0.00148
DB00252,ENTREZ:771,0.00147
DB00252,ENTREZ:768,0.00146
DB00252,ENTREZ:31631,0.00146
DB00252,ENTREZ:762,0.00146
DB00252,DB00280,0.00144
DB00252,ENTREZ:763,0.00142
DB00252,ENTREZ:11238,0.00142
DB00252,ENTREZ:377677,0.00142
DB00252,ENTREZ:765,0.00141
DB00252,DB00527,0.00135
DB00252,DB06217,0.00135
DB00252,DB01035,0.00132
DB00252,DB01182,0.0013
DB00252,DB00740,0.0013
DB00252,DB01429,0.00127
DB00252,ENTREZ:179888,0.00125
DB00273,DB00273,0.1584
DB00273,ENTREZ:179780,0.01027
DB00273,ENTREZ:29600,0.00998
DB00273,ENTREZ:179791,0.00951
DB00273,ENTREZ:760,0.0089
DB00273,ENTREZ:759,0.00864
DB00273,ENTREZ:766,0.00852
DB00273,ENTREZ:771,0.00851
DB00273,ENTREZ:768,0.00843
DB00273,ENTREZ:762,0.00839
DB00273,ENTREZ:763,0.00824
DB00273,ENTREZ:11238,0.00821
DB00273,ENTREZ:377677,0.00821
DB00273,ENTREZ:765,0.00815
DB00273,ENTREZ:761,0.00808
DB00273,ENTREZ:31631,0.00797
DB00273,ENTREZ:5793,0.00759
DB00273,ENTREZ:5803,0.00756
DB00273,ENTREZ:7861736,0.00753
DB00273,ENTREZ:56934,0.00748
DB00273,ENTREZ:767,0.00747
DB00273,ENTREZ:770,0.00742
DB00273,ENTREZ:189053812,0.00701
DB00273,ENTREZ:12642270,0.00635
DB00273,DB00909,0.00612
DB00273,ENTREZ:455448,0.00576
DB00273,DB00819,0.00529
DB00273,DB00703,0.00496
DB00273,DB01144,0.00496
DB00273,DB01194,0.00496
DB00273,DB00869,0.00481
DB00273,DB00391,0.00393
DB00273,DB00482,0.0039
DB00273,DB00142,0.00338
DB00273,DB01593,0.00333
DB00273,DB01021,0.0033
DB00273,DB00310,0.00294
DB00273,DB00619,0.00291
DB00273,DB00841,0.00289
DB00273,DB00808,0.00288
DB00273,DB04868,0.00286
DB00273,DB06795,0.00281
DB00273,DB00695,0.00269
DB00273,DB06218,0.00233
DB00273,DB00259,0.00223
DB00273,DB00999,0.00206
DB00273,ENTREZ:1172161,0.00202
DB00273,DB00774,0.00182
DB00273,DB00562,0.00172
DB00273,ENTREZ:1373425,0.0017
DB00099,DB00099,0.34132
DB00099,ENTREZ:296665,0.23368
DB00099,ENTREZ:31697,0.23368
DB00099,DB00019,0.19132
DB00366,DB00366,0.15665
DB00366,ENTREZ:510296,0.05376
DB00366,ENTREZ:34451,0.05185
DB00366,ENTREZ:458542,0.05032
DB00366,DB02709,0.00625
DB00366,DB00737,0.00608
DB00366,DB01620,0.00602
DB00366,DB01708,0.00589
DB00366,ENTREZ:177990,0.00576
DB00366,DB01026,0.0057
DB00366,DB00836,0.00567
DB00366,DB00257,0.00561
DB00366,ENTREZ:32324,0.00511
DB00366,ENTREZ:3269,0.0038
DB00366,ENTREZ:61970253,0.00313
DB00366,ENTREZ:1131,0.00307
DB00366,ENTREZ:1129,0.00299
DB00366,ENTREZ:1128,0.00291
DB00366,ENTREZ:1132,0.00284
DB00366,ENTREZ:177988,0.00281
DB00366,ENTREZ:1133,0.00279
DB00366,ENTREZ:3511138,0.00252
DB00366,DB00321,0.00249
DB00366,DB00334,0.00239
DB00366,DB00363,0.00237
DB00366,DB00408,0.00232
DB00366,DB00458,0.00231
DB00366,DB01224,0.00227
DB00366,DB00540,0.00225
DB00366,DB01238,0.00222
DB00366,DB01151,0.00216
DB00366,DB00543,0.00213
DB00366,DB00477,0.00212
DB00366,DB01069,0.00209
DB00366,DB00420,0.00205
DB00366,DB00934,0.00205
DB00366,DB00434,0.00193
DB00366,ENTREZ:181432,0.00189
DB00366,DB01142,0.00189
DB00366,ENTREZ:36431,0.00186
DB00366,DB00246,0.00182
DB00366,ENTREZ:487738,0.00182
DB00366,DB00215,0.0018
DB00366,ENTREZ:178628,0.00178
DB00366,DB01403,0.00176
DB00366,DB01239,0.00169
DB00366,DB09167,0.00167
DB00366,ENTREZ:452073,0.00166
DB00366,ENTREZ:532060,0.0016
DB00366,DB00835,0.00157
DB00959,DB00959,0.15257
DB00959,ENTREZ:31680,0.07783
DB00959,ENTREZ:2908,0.07129
DB00959,ENTREZ:35652,0.00436
DB00959,DB00741,0.00401
DB00959,DB01234,0.00354
DB00959,DB01185,0.00335
DB00959,DB00396,0.00332
DB00959,DB00421,0.00323
DB00959,DB00588,0.00313
DB00959,DB00288,0.00305
DB00959,DB00834,0.00304
DB00959,ENTREZ:178628,0.00298
DB00959,DB00860,0.00286
DB00959,DB01222,0.00286
DB00959,DB01047,0.00286
DB00959,DB00547,0.00286
DB00959,DB01013,0.00286
DB00959,DB00591,0.00286
DB00959,DB00324,0.00286
DB00959,DB00846,0.00286
DB00959,DB00180,0.00286
DB00959,ENTREZ:367,0.00284
DB00959,DB08867,0.00267
DB00959,DB00687,0.00259
DB00959,DB00351,0.00259
DB00959,DB00764,0.00259
DB00959,DB00635,0.00257
DB00959,DB00443,0.00257
DB00959,DB08906,0.00257
DB00959,DB00620,0.00257
DB00959,DB09091,0.00256
DB00959,ENTREZ:12654863,0.00241
DB00959,ENTREZ:2099,0.00189
DB00959,ENTREZ:31234,0.00187
DB00959,ENTREZ:5468,0.0016
DB00959,ENTREZ:6256,0.00153
DB00959,ENTREZ:5914,0.00151
DB00959,ENTREZ:565082,0.00148
DB00959,ENTREZ:6257,0.00147
DB00959,ENTREZ:4306,0.0014
DB00959,ENTREZ:10062,0.00138
DB00959,ENTREZ:5465,0.00137
DB00959,ENTREZ:190,0.00136
DB00959,ENTREZ:9970,0.00136
DB00959,ENTREZ:8431,0.00135
DB00959,ENTREZ:2063,0.00135
DB00959,ENTREZ:7026,0.00135
DB00959,ENTREZ:5241,0.00134
DB00959,ENTREZ:2100,0.00131
DB01598,DB01598,0.20605
DB01598,ENTREZ:42468,0.08153
DB01598,ENTREZ:581194,0.08153
DB01598,ENTREZ:42314,0.0633
DB01598,ENTREZ:790944,0.05062
DB01598,ENTREZ:581568,0.03512
DB01598,DB01329,0.02588
DB01598,DB04570,0.02296
DB01598,DB00303,0.02218
DB01598,DB00438,0.019
DB01598,ENTREZ:41216,0.01869
DB01598,DB01328,0.01818
DB01598,DB00430,0.01742
DB01598,DB01327,0.01711
DB01598,DB01331,0.01669
DB01598,DB01415,0.01561
DB01598,DB06211,0.01561
DB01598,DB00493,0.01551
DB01598,ENTREZ:41218,0.01519
DB01598,ENTREZ:153767,0.01341
DB01598,DB00274,0.01221
DB01598,DB01332,0.01112
DB01598,ENTREZ:984233,0.01107
DB01598,DB00355,0.01068
DB01598,ENTREZ:15457529,0.00992
DB01598,DB01414,0.00972
DB01598,ENTREZ:4887211,0.00962
DB01598,ENTREZ:18145626,0.0072
DB01598,DB00948,0.0067
DB01598,ENTREZ:1763284,0.0063
DB01598,DB00417,0.00527
DB01598,ENTREZ:46611,0.0052
DB01598,ENTREZ:773588,0.00514
DB01598,DB00713,0.0038
DB01598,ENTREZ:1572976,0.00368
DB01598,DB01603,0.00331
DB01598,DB00456,0.00313
DB01598,DB00415,0.00299
DB01598,ENTREZ:999213,0.00295
DB01598,ENTREZ:9376,0.00289
DB01598,DB01212,0.00271
DB01598,ENTREZ:5729676,0.00266
DB01598,ENTREZ:4378059,0.00256
DB01598,ENTREZ:190192,0.0025
DB01598,ENTREZ:3831566,0.00213
DB01598,ENTREZ:7707622,0.00213
DB01598,DB00485,0.00193
DB01598,DB01140,0.00191
DB01598,DB08795,0.00191
DB01598,DB00607,0.00191
DB01127,DB01127,0.15177
DB01127,ENTREZ:3511138,0.00841
DB01127,ENTREZ:578119,0.0082
DB01127,ENTREZ:1576,0.0079
DB01127,ENTREZ:1557,0.00783
DB01127,ENTREZ:1559,0.00771
DB01127,ENTREZ:1565,0.00751
DB01127,ENTREZ:3350,0.00749
DB01127,ENTREZ:1544,0.00746
DB01127,ENTREZ:1586,0.00733
DB01127,ENTREZ:4988,0.00732
DB01127,ENTREZ:1132,0.00723
DB01127,ENTREZ:3357,0.0072
